DNI;Gusto1;Gusto2;Gusto3;Gusto4;Gusto5
51995360;Handball;Handball;Pesca;Windsurf;Windsurf
65616517;Parapente;Tennis;Rugby;Judo;Vela
41032053;Ciclismo;Softball;Natacion;Surf;Paracaidismo
63252967;Buceo;Remo;Ciclismo;Rally;Polo
34727212;Voley;Jockey;Trekking;Ciclismo;Paracaidismo
33387572;Cricket;Vela;Golf;Automovilismo;Equitacion
61016348;Windsurf;Ciclismo;Softball;Natacion;Motonautica
10563132;Equitacion;Escalada;Pesca;Maraton;Voley
4630859;Judo;Buceo;Rugby;Basket;Motonautica
68682382;Rugby;Snowboard;Softball;Natacion;Handball
77301110;Parapente;Maraton;Judo;Salto;Basket
37414315;Sky;Maraton;Cricket;Crossfit;Voley
53545402;Windsurf;Motonautica;Automovilismo;Sky;Trekking
76363373;Windsurf;Kitesurf;Ciclismo;Voley;Futbol
23774421;Futsal;Escalada;Surf;Ciclismo;Remo
97050551;Rugby;Remo;Voley;Paracaidismo;Futsal
90833911;Crossfit;Waterpolo;Vela;Handball;Parapente
16857245;Handball;Trekking;Salto;Remo;Voley
92033732;;Jabalina;Handball;Jockey;Futbol
85065190;Vela;Buceo;Motocross;Jabalina;Equitacion
57261930;Paracaidismo;Ajedrez;Ciclismo;Sky;Crossfit
59789526;Maraton;Polo;Escalada;Polo;Automovilismo
61628080;Snowboard;Basket;Salto;Tennis;Judo
36368565;;Parapente;Motocross;Sky;Automovilismo
16659695;Jockey;Paracaidismo;Paracaidismo;Crossfit;Sky
41995861;Trekking;Vela;Futbol;Jockey;Pesca
23955562;Windsurf;Ciclismo;Waterpolo;Jockey;Waterpolo
50099361;Rugby;Vela;Futsal;Equitacion;Ajedrez
7806025;Jabalina;Handball;Motonautica;Judo;Futsal
7310123;Natacion;Golf;Crossfit;Surf;Motocross
70224847;Windsurf;Waterpolo;Rally;Golf;Natacion
31817570;Waterpolo;Judo;Natacion;Maraton;Trekking
44406396;Futsal;Voley;Kitesurf;Pesca;Surf
41953393;Windsurf;Remo;Trekking;Pesca;Ajedrez
15146054;Salto;Basket;Waterpolo;Jockey;Voley
56310431;Maraton;Tennis;Buceo;Remo;Rugby
17246726;Golf;Natacion;Waterpolo;Waterpolo;Escalada
35293412;Snowboard;Parapente;Softball;Buceo;Sky
35834090;Crossfit;Natacion;Escalada;Motonautica;Jockey
11151249;Jockey;Snowboard;Cricket;Escalada;Windsurf
88756672;Basket;Automovilismo;Futsal;Vela;Kitesurf
71764680;Rally;Ajedrez;Parapente;Ajedrez;Snowboard
39095410;;Basket;Trekking;Tennis;Kitesurf
92897291;Judo;Parapente;Futbol;Voley;Rally
35197035;Snowboard;Escalada;Crossfit;Cricket;Parapente
66778309;Waterpolo;Trekking;Escalada;Natacion;Sky
271133;Ciclismo;Basket;Waterpolo;Buceo;Futsal
61698002;Automovilismo;Surf;Maraton;Natacion;Maraton
23809985;Windsurf;Basket;Rally;Handball;Softball
94623847;Jockey;Escalada;Surf;Softball;Windsurf
84785857;Escalada;Basket;Natacion;Equitacion;Equitacion
29122595;Crossfit;Softball;Voley;Waterpolo;Buceo
5877374;Escalada;Pesca;Tennis;Maraton;Futsal
35448013;Automovilismo;Polo;Automovilismo;Parapente;Natacion
96046739;Ajedrez;Snowboard;Pesca;Remo;Voley
93951844;Parapente;Pesca;Vela;Handball;Salto
79251439;Polo;Futsal;Surf;Ciclismo;Escalada
98769820;Softball;Handball;Parapente;Escalada;Escalada
56871972;Waterpolo;Tennis;Motocross;Rugby;Motonautica
17379080;Polo;Tennis;Crossfit;Futsal;Motocross
82353137;;Kitesurf;Motonautica;Handball;Rally
70728915;Escalada;Basket;Parapente;Maraton;Tennis
24448014;Sky;Cricket;Waterpolo;Ciclismo;Pesca
11781512;Futsal;Motonautica;Pesca;Judo;Futbol
43427423;Remo;Motocross;Ajedrez;Windsurf;Waterpolo
39645361;Salto;Maraton;Jabalina;Basket;Parapente
25276547;Buceo;Sky;Paracaidismo;Paracaidismo;Paracaidismo
86590184;Jockey;Waterpolo;Remo;Tennis;Buceo
19279063;Polo;Ajedrez;Ciclismo;Pesca;Snowboard
26526974;;Buceo;Automovilismo;Maraton;Futbol
19230339;Motonautica;Kitesurf;Maraton;Surf;Handball
2203690;Tennis;Basket;Trekking;Surf;Automovilismo
60255059;Motonautica;Surf;Futsal;Kitesurf;Ciclismo
59944057;Pesca;Natacion;Polo;Natacion;Escalada
77940026;Surf;Windsurf;Softball;Sky;Automovilismo
12144250;Trekking;Jabalina;Automovilismo;Maraton;Motonautica
18824748;Buceo;Rally;Jabalina;Salto;Cricket
8134529;Automovilismo;Voley;Natacion;Motonautica;Sky
53409301;Automovilismo;Maraton;Maraton;Waterpolo;Softball
65581944;Basket;Sky;Tennis;Handball;Maraton
56350310;Voley;Parapente;Motocross;Jockey;Jockey
17596297;Golf;Voley;Golf;Sky;Jockey
32908837;Crossfit;Rally;Remo;Snowboard;Maraton
72962565;Escalada;Waterpolo;Remo;Motonautica;Snowboard
37856720;Rugby;Trekking;Cricket;Kitesurf;Sky
50408302;Cricket;Crossfit;Rally;Parapente;Tennis
83846613;Cricket;Windsurf;Tennis;Automovilismo;Equitacion
42160418;Natacion;Rugby;Parapente;Escalada;Rally
47377769;;Futsal;Softball;Golf;Automovilismo
52096521;Basket;Judo;Judo;Salto;Snowboard
7948478;Tennis;Futbol;Sky;Windsurf;Tennis
85368583;Ciclismo;Judo;Basket;Salto;Windsurf
87886602;Parapente;Surf;Jockey;Rugby;Snowboard
30422951;Motonautica;Judo;Crossfit;Kitesurf;Escalada
55737662;Voley;Parapente;Jockey;Trekking;Escalada
33884762;Ciclismo;Rally;Trekking;Windsurf;Sky
11566417;Buceo;Rally;Pesca;Jabalina;Surf
16155361;;Futbol;Salto;Automovilismo;Motocross
90315352;Natacion;Buceo;Salto;Salto;Salto
39748247;Motocross;Futsal;Kitesurf;Golf;Rugby
60037252;Pesca;Judo;Kitesurf;Salto;Handball
70016632;Ciclismo;Motocross;Motonautica;Basket;Remo
93099569;Handball;Surf;Golf;Natacion;Escalada
66044036;Polo;Trekking;Sky;Vela;Kitesurf
11527372;Handball;Waterpolo;Futbol;Golf;Kitesurf
91568776;Kitesurf;Waterpolo;Golf;Motocross;Pesca
3888463;Jabalina;Parapente;Trekking;Salto;Windsurf
47629909;Waterpolo;Motonautica;Sky;Windsurf;Motonautica
25634901;Voley;Motocross;Motocross;Buceo;Waterpolo
89505574;Voley;Tennis;Maraton;Escalada;Motonautica
40412480;Golf;Vela;Surf;Surf;Polo
24168685;Waterpolo;Jockey;Maraton;Parapente;Golf
16526573;Automovilismo;Jockey;Parapente;Windsurf;Sky
86489032;Windsurf;Maraton;Kitesurf;Escalada;Futsal
35215038;Pesca;Crossfit;Sky;Motocross;Ajedrez
98371735;Futbol;Waterpolo;Trekking;Vela;Futbol
58862197;Automovilismo;Windsurf;Rally;Maraton;Equitacion
8251534;Remo;Automovilismo;Snowboard;Trekking;Escalada
5563370;Futbol;Rally;Natacion;Golf;Paracaidismo
51817431;Natacion;Jabalina;Rugby;Remo;Vela
63599582;Sky;Crossfit;Parapente;Handball;Pesca
95045951;Jabalina;Jockey;Salto;Cricket;Salto
23411561;Kitesurf;Polo;Pesca;Voley;Buceo
33616845;Judo;Automovilismo;Futsal;Parapente;Maraton
46447217;Waterpolo;Remo;Automovilismo;Waterpolo;Equitacion
21840050;Golf;Parapente;Softball;Ciclismo;Motocross
32317615;Vela;Tennis;Crossfit;Motonautica;Waterpolo
95441195;Jockey;Remo;Kitesurf;Crossfit;Equitacion
67937967;Futbol;Kitesurf;Maraton;Futbol;Ciclismo
44350164;Remo;Jabalina;Cricket;Remo;Ajedrez
75835102;Softball;Remo;Trekking;Natacion;Pesca
68256078;Paracaidismo;Golf;Rally;Waterpolo;Polo
9495158;;Basket;Crossfit;Natacion;Jockey
89476139;Windsurf;Pesca;Rugby;Polo;Snowboard
12313773;Kitesurf;Paracaidismo;Automovilismo;Handball;Golf
35024469;Futbol;Futbol;Pesca;Voley;Basket
97426496;Jabalina;Equitacion;Jabalina;Snowboard;Tennis
45928539;Rally;Rally;Golf;Paracaidismo;Basket
9964218;Cricket;Tennis;Ajedrez;Cricket;Windsurf
96024171;Basket;Waterpolo;Futsal;Vela;Golf
17312508;Cricket;Basket;Waterpolo;Voley;Surf
29980530;Surf;Golf;Motocross;Crossfit;Motonautica
85847598;Escalada;Motocross;Salto;Jockey;Judo
36328549;Motocross;Pesca;Equitacion;Maraton;Equitacion
83701181;Softball;Rally;Polo;Judo;Motonautica
97207843;Kitesurf;Handball;Rally;Rally;Crossfit
31109685;Buceo;Snowboard;Buceo;Rally;Trekking
46682495;Motocross;Remo;Jabalina;Tennis;Basket
21250304;Futbol;Voley;Tennis;Softball;Crossfit
52975268;Ciclismo;Judo;Equitacion;Paracaidismo;Basket
88269468;Waterpolo;Rugby;Remo;Softball;Futsal
57667592;Paracaidismo;Pesca;Salto;Automovilismo;Basket
63304937;Escalada;Crossfit;Buceo;Crossfit;Jockey
17550686;Jabalina;Surf;Escalada;Vela;Rally
57894739;Surf;Snowboard;Golf;Basket;Futbol
82229270;Softball;Escalada;Futbol;Basket;Motocross
99390838;Vela;Maraton;Waterpolo;Equitacion;Parapente
76411736;Paracaidismo;Salto;Ajedrez;Polo;Equitacion
64400973;Handball;Windsurf;Sky;Surf;Snowboard
5910745;;Futbol;Jockey;Jabalina;Jockey
80300022;Surf;Basket;Ajedrez;Equitacion;Remo
61817924;Natacion;Parapente;Pesca;Jockey;Handball
89366679;Judo;Jabalina;Jabalina;Surf;Handball
90258287;Voley;Buceo;Sky;Buceo;Motonautica
94293966;Motonautica;Sky;Tennis;Windsurf;Snowboard
21789406;Natacion;Sky;Motocross;Futbol;Voley
20779842;Ajedrez;Equitacion;Golf;Cricket;Rally
86021946;Automovilismo;Automovilismo;Waterpolo;Ciclismo;Motocross
9329531;;Paracaidismo;Golf;Windsurf;Polo
63678255;Jockey;Basket;Jabalina;Jabalina;Ciclismo
17155250;Paracaidismo;Handball;Ciclismo;Buceo;Crossfit
98342145;Motocross;Pesca;Futsal;Parapente;Escalada
85837053;Salto;Kitesurf;Futbol;Polo;Futbol
1412005;Kitesurf;Snowboard;Jockey;Sky;Escalada
48183900;Rugby;Sky;Rally;Snowboard;Waterpolo
73517601;Ciclismo;Sky;Pesca;Ciclismo;Jabalina
79290100;Waterpolo;Remo;Crossfit;Trekking;Handball
57659224;Rally;Ajedrez;Vela;Futsal;Jockey
85795340;Cricket;Escalada;Salto;Futbol;Voley
90106909;Vela;Sky;Motocross;Tennis;Motocross
77256417;Remo;Voley;Paracaidismo;Remo;Windsurf
52334612;Basket;Handball;Waterpolo;Judo;Automovilismo
30039073;Windsurf;Futsal;Golf;Ajedrez;Equitacion
4887016;Remo;Waterpolo;Rugby;Trekking;Jabalina
87119210;Voley;Waterpolo;Futsal;Ciclismo;Jockey
4635777;Basket;Trekking;Softball;Futbol;Salto
21595370;Kitesurf;Equitacion;Jabalina;Basket;Rugby
90701484;Remo;Automovilismo;Crossfit;Basket;Snowboard
45391397;Trekking;Snowboard;Salto;Rally;Salto
84499590;Golf;Salto;Judo;Tennis;Polo
40495918;Remo;Maraton;Futsal;Rugby;Ciclismo
63357296;Softball;Waterpolo;Maraton;Futbol;Judo
6222971;Buceo;Rugby;Buceo;Parapente;Futsal
10864705;Sky;Trekking;Softball;Ajedrez;Motonautica
73875768;Waterpolo;Trekking;Kitesurf;Golf;Paracaidismo
49289901;Waterpolo;Voley;Vela;Waterpolo;Motonautica
62256277;Cricket;Trekking;Salto;Judo;Jockey
64175504;Pesca;Waterpolo;Pesca;Natacion;Vela
93712695;Futsal;Vela;Automovilismo;Maraton;Rugby
92041298;Jabalina;Rally;Sky;Jabalina;Voley
40670369;Kitesurf;Escalada;Crossfit;Rugby;Ajedrez
3538;Ajedrez;Parapente;Parapente;Handball;Cricket
33359902;Ajedrez;Natacion;Motocross;Windsurf;Kitesurf
30238010;Remo;Handball;Futbol;Maraton;Handball
10727810;Judo;Polo;Ciclismo;Voley;Polo
25863657;Softball;Vela;Futsal;Futbol;Surf
53336660;Ciclismo;Crossfit;Ajedrez;Ajedrez;Pesca
22215098;Remo;Golf;Judo;Jockey;Maraton
22731959;Softball;Buceo;Natacion;Judo;Sky
67963599;Motocross;Paracaidismo;Parapente;Sky;Paracaidismo
42103768;Remo;Cricket;Rugby;Softball;Voley
16991197;Kitesurf;Motocross;Golf;Waterpolo;Snowboard
62705663;Rugby;Handball;Equitacion;Polo;Basket
87497349;Handball;Polo;Escalada;Trekking;Softball
37544633;Kitesurf;Natacion;Futsal;Pesca;Futbol
41130925;;Motocross;Natacion;Ciclismo;Surf
1103303;Kitesurf;Vela;Voley;Motonautica;Snowboard
43696399;Waterpolo;Jabalina;Windsurf;Ciclismo;Escalada
24204280;Judo;Jabalina;Tennis;Trekking;Motocross
27776428;Paracaidismo;Salto;Polo;Handball;Tennis
14137220;Ciclismo;Trekking;Cricket;Remo;Equitacion
70374453;Waterpolo;Polo;Crossfit;Snowboard;Futsal
31706242;Natacion;Futbol;Paracaidismo;Polo;Ajedrez
53737209;Rugby;Ajedrez;Escalada;Escalada;Rugby
840556;Pesca;Motonautica;Escalada;Jockey;Equitacion
27186700;Maraton;Waterpolo;Softball;Basket;Ajedrez
6805358;Futbol;Automovilismo;Polo;Salto;Equitacion
79366008;Ajedrez;Automovilismo;Automovilismo;Ajedrez;Parapente
5692061;Futsal;Softball;Paracaidismo;Paracaidismo;Voley
94051477;Sky;Softball;Crossfit;Crossfit;Escalada
43125394;Rugby;Equitacion;Parapente;Windsurf;Judo
97089722;Buceo;Futsal;Polo;Vela;Futbol
79566748;Crossfit;Futsal;Waterpolo;Salto;Basket
13955153;Jockey;Golf;Natacion;Ajedrez;Crossfit
44819841;Tennis;Waterpolo;Basket;Rugby;Motocross
60404781;Jabalina;Waterpolo;Ajedrez;Motocross;Windsurf
26250825;Windsurf;Sky;Sky;Maraton;Rally
67025206;Tennis;Paracaidismo;Polo;Trekking;Escalada
14813409;Buceo;Rugby;Golf;Equitacion;Voley
57475636;Maraton;Snowboard;Automovilismo;Pesca;Softball
12308853;Judo;Windsurf;Voley;Parapente;Salto
69282215;Sky;Softball;Ciclismo;Kitesurf;Futbol
40056196;Automovilismo;Automovilismo;Handball;Jabalina;Handball
26578087;Judo;Ciclismo;Paracaidismo;Jabalina;Ajedrez
39835819;Sky;Rally;Maraton;Surf;Ciclismo
43230881;Maraton;Voley;Kitesurf;Motonautica;Trekking
81040509;Rally;Maraton;Natacion;Motonautica;Equitacion
75198901;Tennis;Handball;Maraton;Motocross;Voley
53541571;;Paracaidismo;Surf;Tennis;Paracaidismo
10125715;Softball;Surf;Jockey;Waterpolo;Jabalina
71837433;Rally;Waterpolo;Judo;Jockey;Basket
80868449;Windsurf;Judo;Voley;Maraton;Waterpolo
43838351;Paracaidismo;Vela;Ajedrez;Crossfit;Handball
28480872;Pesca;Handball;Jabalina;Automovilismo;Trekking
47001385;Jabalina;Kitesurf;Paracaidismo;Paracaidismo;Pesca
38249085;Jabalina;Voley;Waterpolo;Escalada;Ciclismo
76213522;Parapente;Kitesurf;Motocross;Natacion;Futbol
44082542;Paracaidismo;Judo;Vela;Natacion;Maraton
35437326;Maraton;Buceo;Polo;Jabalina;Salto
35062612;Pesca;Ciclismo;Natacion;Motocross;Polo
31323729;Motonautica;Snowboard;Futbol;Motonautica;Surf
68425556;Escalada;Natacion;Salto;Buceo;Jockey
58209028;;Natacion;Waterpolo;Sky;Parapente
28177696;Natacion;Rugby;Motocross;Ajedrez;Paracaidismo
13924769;Cricket;Sky;Pesca;Motocross;Rugby
2614899;Jabalina;Trekking;Trekking;Polo;Ajedrez
51643858;Snowboard;Ajedrez;Crossfit;Natacion;Parapente
85937617;Kitesurf;Windsurf;Waterpolo;Golf;Golf
41595683;Escalada;Rally;Salto;Voley;Tennis
46654919;Crossfit;Parapente;Rally;Salto;Sky
379810;Kitesurf;Rugby;Escalada;Futbol;Natacion
72352542;Rally;Surf;Escalada;Handball;Golf
24442625;Escalada;Equitacion;Parapente;Golf;Natacion
78164805;Maraton;Snowboard;Tennis;Trekking;Motonautica
60642331;Parapente;Snowboard;Softball;Pesca;Voley
50382313;Motocross;Escalada;Automovilismo;Trekking;Ajedrez
45618160;Windsurf;Buceo;Handball;Handball;Pesca
67865690;Motonautica;Automovilismo;Softball;Golf;Equitacion
38075192;Polo;Kitesurf;Kitesurf;Snowboard;Crossfit
19651533;Motonautica;Motocross;Paracaidismo;Equitacion;Snowboard
90834873;;Windsurf;Motonautica;Ajedrez;Jockey
89439090;Trekking;Maraton;Motonautica;Equitacion;Crossfit
91373145;Kitesurf;Crossfit;Ajedrez;Windsurf;Sky
92436585;Jabalina;Motonautica;Jockey;Remo;Rugby
55775217;Windsurf;Buceo;Remo;Waterpolo;Ciclismo
95901706;Vela;Polo;Motonautica;Parapente;Jabalina
72094619;Trekking;Rugby;Polo;Motonautica;Kitesurf
49724730;Waterpolo;Judo;Buceo;Maraton;Maraton
13077885;Snowboard;Waterpolo;Jockey;Judo;Judo
36563644;Jabalina;Salto;Equitacion;Kitesurf;Salto
62692182;Windsurf;Motocross;Sky;Waterpolo;Motonautica
29507235;Cricket;Ciclismo;Automovilismo;Polo;Softball
20470432;Waterpolo;Ajedrez;Maraton;Parapente;Pesca
61260883;Motocross;Salto;Vela;Escalada;Jabalina
45874060;Remo;Rugby;Tennis;Remo;Motonautica
24130313;Cricket;Trekking;Waterpolo;Rally;Remo
83911096;Golf;Vela;Jabalina;Paracaidismo;Judo
74605827;Futsal;Jockey;Cricket;Natacion;Crossfit
90075883;Parapente;Futbol;Cricket;Pesca;Golf
13528639;Natacion;Tennis;Sky;Vela;Waterpolo
83735068;Ajedrez;Salto;Windsurf;Windsurf;Rally
12361969;Judo;Jabalina;Ciclismo;Vela;Snowboard
79309176;Buceo;Waterpolo;Salto;Remo;Voley
87723885;Automovilismo;Equitacion;Futsal;Handball;Softball
43845462;Rugby;Pesca;Waterpolo;Cricket;Voley
52335145;Trekking;Basket;Buceo;Tennis;Remo
50287446;Surf;Trekking;Cricket;Salto;Ciclismo
13231952;Ajedrez;Motonautica;Pesca;Crossfit;Tennis
67743893;Polo;Voley;Rally;Vela;Snowboard
59949878;Escalada;Salto;Waterpolo;Trekking;Surf
33622870;Basket;Crossfit;Tennis;Voley;Pesca
38110209;Surf;Sky;Polo;Trekking;Golf
97174086;Vela;Voley;Ajedrez;Voley;Crossfit
48951300;Sky;Ajedrez;Handball;Motonautica;Snowboard
620436;Automovilismo;Ciclismo;Motocross;Jockey;Buceo
43194207;Equitacion;Surf;Buceo;Snowboard;Futsal
79709110;Tennis;Waterpolo;Automovilismo;Futbol;Futbol
96009438;Jabalina;Ciclismo;Pesca;Automovilismo;Vela
34170380;Parapente;Basket;Ciclismo;Tennis;Equitacion
96618797;Waterpolo;Motonautica;Cricket;Tennis;Polo
35455734;Rugby;Polo;Basket;Futbol;Remo
5167262;Ciclismo;Rally;Motocross;Handball;Futbol
55984136;Futbol;Waterpolo;Snowboard;Judo;Basket
89860883;Rally;Paracaidismo;Futbol;Escalada;Waterpolo
4560767;Voley;Motocross;Equitacion;Pesca;Trekking
16174644;Sky;Natacion;Equitacion;Handball;Rally
22199549;;Jockey;Waterpolo;Cricket;Vela
19702129;Buceo;Equitacion;Ajedrez;Vela;Equitacion
59389874;Rally;Futbol;Trekking;Automovilismo;Waterpolo
20775650;Natacion;Cricket;Motonautica;Voley;Golf
83487157;Rally;Futsal;Futbol;Salto;Motocross
478848;Crossfit;Voley;Pesca;Judo;Tennis
86300653;Motonautica;Motonautica;Ajedrez;Equitacion;Vela
90288390;Trekking;Crossfit;Salto;Escalada;Sky
59847086;Jockey;Polo;Motonautica;Ciclismo;Maraton
31575162;Crossfit;Natacion;Jabalina;Vela;Crossfit
5313206;Windsurf;Jockey;Rugby;Golf;Equitacion
22242188;Ajedrez;Windsurf;Trekking;Rugby;Motonautica
21043543;Vela;Ciclismo;Basket;Ciclismo;Jockey
66109112;Waterpolo;Waterpolo;Sky;Ajedrez;Tennis
31774501;Futbol;Automovilismo;Escalada;Parapente;Parapente
7594175;Kitesurf;Tennis;Basket;Crossfit;Pesca
8464688;Waterpolo;Surf;Jabalina;Handball;Futsal
1099609;Buceo;Ciclismo;Ajedrez;Golf;Tennis
7564781;Voley;Waterpolo;Motocross;Rugby;Parapente
82228071;Buceo;Golf;Paracaidismo;Rugby;Snowboard
5499923;Basket;Remo;Polo;Jockey;Tennis
96369698;Motocross;Sky;Salto;Surf;Softball
8491241;Vela;Pesca;Futsal;Motocross;Golf
68819238;Voley;Buceo;Motocross;Waterpolo;Cricket
64171245;Maraton;Basket;Tennis;Futsal;Automovilismo
12199197;Jockey;Motonautica;Ciclismo;Jockey;Ajedrez
72748541;Polo;Futsal;Motocross;Parapente;Rugby
72015559;Remo;Cricket;Escalada;Golf;Jabalina
36586114;Buceo;Surf;Parapente;Rugby;Remo
68599045;Motonautica;Paracaidismo;Motocross;Sky;Waterpolo
82095305;Handball;Futsal;Snowboard;Judo;Escalada
17634947;Vela;Sky;Rugby;Jockey;Tennis
87517976;Natacion;Salto;Motocross;Ajedrez;Vela
13076910;Polo;Maraton;Buceo;Remo;Pesca
26141544;Remo;Surf;Motocross;Vela;Crossfit
81568816;;Snowboard;Crossfit;Judo;Kitesurf
9970997;Futsal;Maraton;Waterpolo;Natacion;Sky
72168527;Paracaidismo;Escalada;Salto;Futsal;Natacion
89774131;Pesca;Paracaidismo;Trekking;Crossfit;Escalada
94965372;Ajedrez;Paracaidismo;Parapente;Remo;Softball
59089690;Voley;Windsurf;Voley;Surf;Natacion
64768284;Ciclismo;Voley;Polo;Judo;Basket
2948501;Jabalina;Surf;Cricket;Jabalina;Kitesurf
31793557;Surf;Windsurf;Ciclismo;Parapente;Automovilismo
62869775;Rugby;Maraton;Judo;Golf;Crossfit
22816027;Sky;Golf;Pesca;Windsurf;Ciclismo
15740055;Paracaidismo;Automovilismo;Softball;Jockey;Tennis
48327365;Ciclismo;Rugby;Motonautica;Polo;Maraton
86357306;Jabalina;Judo;Golf;Tennis;Natacion
87348546;Equitacion;Surf;Windsurf;Cricket;Voley
28099563;Automovilismo;Waterpolo;Kitesurf;Snowboard;Crossfit
48342346;Rugby;Salto;Pesca;Voley;Judo
4976134;Futbol;Softball;Ciclismo;Snowboard;Rugby
67788297;Maraton;Trekking;Salto;Surf;Escalada
91556947;Crossfit;Maraton;Waterpolo;Jockey;Waterpolo
56135278;Windsurf;Jabalina;Paracaidismo;Rally;Handball
5983748;Voley;Golf;Automovilismo;Paracaidismo;Golf
8125097;Ciclismo;Basket;Ciclismo;Golf;Softball
86506231;Salto;Snowboard;Jabalina;Futbol;Handball
41375985;;Trekking;Kitesurf;Polo;Automovilismo
87791096;Waterpolo;Parapente;Judo;Paracaidismo;Judo
17687456;Ciclismo;Handball;Waterpolo;Cricket;Natacion
20327377;Judo;Motocross;Kitesurf;Snowboard;Waterpolo
71196563;Remo;Paracaidismo;Escalada;Ajedrez;Paracaidismo
5164619;Motocross;Remo;Waterpolo;Jabalina;Escalada
67740043;Voley;Jockey;Salto;Judo;Paracaidismo
64570831;Waterpolo;Trekking;Windsurf;Snowboard;Automovilismo
927625;Softball;Paracaidismo;Tennis;Voley;Futsal
62205481;Waterpolo;Waterpolo;Tennis;Rally;Salto
10199089;Rugby;Voley;Rally;Handball;Ciclismo
10008947;Ajedrez;Polo;Polo;Waterpolo;Surf
50159480;Softball;Snowboard;Jockey;Softball;Escalada
60722910;Windsurf;Handball;Polo;Vela;Handball
7825549;Sky;Tennis;Kitesurf;Vela;Pesca
64678977;Judo;Paracaidismo;Judo;Natacion;Surf
65962764;Surf;Buceo;Polo;Kitesurf;Voley
83733314;Rally;Automovilismo;Escalada;Parapente;Ciclismo
19856539;Handball;Natacion;Windsurf;Futsal;Escalada
20182805;Paracaidismo;Voley;Futbol;Crossfit;Crossfit
40718483;Sky;Parapente;Trekking;Windsurf;Jockey
9450179;Basket;Softball;Salto;Golf;Waterpolo
33536552;Vela;Crossfit;Escalada;Golf;Vela
97331346;Golf;Jabalina;Handball;Crossfit;Natacion
42829090;Natacion;Rally;Sky;Tennis;Sky
93798556;Futsal;Paracaidismo;Rugby;Futsal;Motocross
99447081;Handball;Ciclismo;Rally;Ciclismo;Rally
69900740;Ajedrez;Salto;Natacion;Tennis;Snowboard
4060024;Surf;Buceo;Maraton;Rally;Parapente
393144;Rally;Salto;Tennis;Judo;Basket
70762010;Waterpolo;Natacion;Futsal;Rugby;Snowboard
62926270;Ciclismo;Jabalina;Motocross;Ciclismo;Tennis
26398742;Equitacion;Rugby;Surf;Rally;Maraton
52341450;Crossfit;Natacion;Paracaidismo;Waterpolo;Basket
20384862;Motonautica;Maraton;Golf;Equitacion;Futsal
1560191;Rugby;Trekking;Kitesurf;Remo;Tennis
57511136;Vela;Futbol;Windsurf;Sky;Buceo
26085282;Ciclismo;Softball;Ciclismo;Sky;Jabalina
53548287;Parapente;Ciclismo;Waterpolo;Natacion;Judo
48905923;Trekking;Sky;Sky;Buceo;Ajedrez
2504087;Futsal;Ciclismo;Softball;Waterpolo;Natacion
88453757;Voley;Polo;Cricket;Voley;Rally
94459209;Windsurf;Golf;Parapente;Kitesurf;Golf
44786901;Natacion;Remo;Ciclismo;Cricket;Ajedrez
79873371;Jabalina;Rally;Waterpolo;Jabalina;Sky
37493778;Trekking;Tennis;Motonautica;Rugby;Motonautica
58674501;Softball;Parapente;Escalada;Futsal;Buceo
8715248;Judo;Maraton;Pesca;Polo;Judo
15659361;Motocross;Salto;Jockey;Sky;Motocross
23777296;Voley;Buceo;Kitesurf;Salto;Ajedrez
73708105;Judo;Cricket;Softball;Kitesurf;Softball
60276252;Natacion;Snowboard;Waterpolo;Judo;Snowboard
54754135;Parapente;Futsal;Softball;Jockey;Remo
80016135;Polo;Equitacion;Pesca;Snowboard;Motocross
84891507;Jabalina;Polo;Windsurf;Jabalina;Surf
20556977;Salto;Voley;Tennis;Golf;Futbol
43539265;Pesca;Rugby;Golf;Windsurf;Ajedrez
17531265;Vela;Kitesurf;Rally;Kitesurf;Parapente
41252461;Handball;Waterpolo;Parapente;Futbol;Polo
67106181;Futsal;Motocross;Buceo;Waterpolo;Handball
39377763;Automovilismo;Polo;Handball;Motonautica;Basket
36706990;Crossfit;Maraton;Basket;Maraton;Maraton
797397;Parapente;Parapente;Softball;Windsurf;Maraton
1130058;;Ajedrez;Rally;Ajedrez;Cricket
7503227;Vela;Paracaidismo;Waterpolo;Motocross;Kitesurf
21847736;Judo;Trekking;Sky;Ciclismo;Maraton
68707681;Paracaidismo;Ciclismo;Waterpolo;Buceo;Ciclismo
17394457;Handball;Sky;Ciclismo;Natacion;Maraton
74375903;;Salto;Vela;Judo;Polo
10648799;Waterpolo;Ciclismo;Motocross;Voley;Automovilismo
64478470;Automovilismo;Equitacion;Softball;Basket;Salto
64197078;Maraton;Basket;Crossfit;Waterpolo;Jockey
8129775;Automovilismo;Waterpolo;Remo;Equitacion;Waterpolo
2741849;Paracaidismo;Escalada;Cricket;Motocross;Snowboard
71096721;Futsal;Futbol;Futbol;Pesca;Motonautica
5561813;Ciclismo;Handball;Sky;Trekking;Parapente
3613065;Buceo;Ajedrez;Paracaidismo;Automovilismo;Waterpolo
62728212;Waterpolo;Natacion;Softball;Natacion;Snowboard
54395510;Rugby;Sky;Waterpolo;Softball;Polo
62971929;Windsurf;Windsurf;Voley;Polo;Waterpolo
88102359;Trekking;Trekking;Parapente;Cricket;Equitacion
1649260;Equitacion;Windsurf;Tennis;Futbol;Ciclismo
